                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     49,                0.98684,                0.57207,                 1.2448,                0.98404,                0.97282,                0.98719,                0.73229,                0.95527,                0.48219,                 1.2356,             0.00076409,             0.00076409,             0.00076409
                     50,                0.97311,                0.56258,                 1.2259,                0.98666,                0.96813,                0.98912,                0.72454,                0.95805,                0.48941,                 1.2264,             0.00074994,             0.00074994,             0.00074994
                     51,                0.97048,                0.56182,                  1.231,                0.97867,                0.97067,                0.98534,                0.73309,                0.95952,                 0.4715,                 1.2707,             0.00073579,             0.00073579,             0.00073579
                     52,                0.95108,                 0.5522,                 1.2066,                0.98433,                0.97175,                0.98766,                0.75217,                0.91535,                0.46661,                 1.2081,             0.00072164,             0.00072164,             0.00072164
                     53,                0.96555,                0.55561,                 1.2252,                0.97716,                0.98295,                0.98718,                0.72486,                 1.0067,                0.47236,                  1.271,              0.0007075,              0.0007075,              0.0007075
                     54,                0.96645,                0.54679,                 1.2167,                0.97636,                0.98141,                0.98952,                0.74139,                 0.9739,                0.47058,                 1.2211,             0.00069335,             0.00069335,             0.00069335
                     55,                0.95605,                0.54647,                 1.2155,                0.98265,                 0.9796,                0.99136,                0.74976,                0.92473,                 0.4493,                 1.2165,              0.0006792,              0.0006792,              0.0006792
                     56,                0.94612,                 0.5422,                 1.2118,                0.97984,                0.97892,                0.99221,                0.74535,                0.91567,                0.45702,                 1.2066,             0.00066506,             0.00066506,             0.00066506
                     57,                0.95124,                0.55038,                 1.2227,                0.98824,                0.97739,                0.99083,                0.73462,                0.95385,                0.46185,                 1.2305,             0.00065091,             0.00065091,             0.00065091
                     58,                0.94984,                0.54091,                 1.2103,                0.98364,                0.97735,                0.98522,                0.74602,                0.92875,                 0.4654,                 1.2052,             0.00063676,             0.00063676,             0.00063676
                     59,                0.94601,                 0.5398,                 1.2108,                0.97994,                0.97607,                0.99148,                0.74862,                0.91631,                  0.436,                 1.1975,             0.00062262,             0.00062262,             0.00062262
                     60,                0.92909,                0.52543,                 1.1894,                0.98829,                0.97185,                0.99128,                0.75833,                0.89738,                0.43831,                 1.1884,             0.00060847,             0.00060847,             0.00060847
                     61,                0.92197,                0.52309,                 1.1985,                0.97811,                0.98186,                 0.9915,                0.75828,                0.90619,                0.43597,                 1.1881,             0.00059432,             0.00059432,             0.00059432
                     62,                0.92644,                0.53307,                 1.1955,                0.98998,                0.97409,                0.99328,                 0.7559,                0.90058,                 0.4283,                 1.2034,             0.00058017,             0.00058017,             0.00058017
                     63,                0.91571,                 0.5185,                 1.1923,                0.97922,                0.98416,                 0.9885,                0.75199,                0.92776,                0.43226,                  1.268,             0.00056603,             0.00056603,             0.00056603
                     64,                0.90072,                0.51362,                 1.1772,                0.98522,                0.98078,                0.99159,                0.74027,                0.93428,                0.44743,                 1.2262,             0.00055188,             0.00055188,             0.00055188
                     65,                0.90146,                0.52025,                  1.179,                0.98382,                0.98532,                0.99281,                0.75848,                0.89747,                0.44043,                 1.1926,             0.00053773,             0.00053773,             0.00053773
                     66,                0.90097,                0.50966,                 1.1802,                0.98935,                0.98223,                0.99264,                0.75687,                0.90126,                0.43288,                 1.1886,             0.00052359,             0.00052359,             0.00052359
                     67,                0.90022,                0.51196,                 1.1768,                0.98345,                0.98639,                0.99313,                0.76505,                0.88531,                0.41545,                 1.1778,             0.00050944,             0.00050944,             0.00050944
                     68,                0.89616,                0.51028,                 1.1803,                0.98877,                0.98102,                0.99167,                0.76486,                  0.885,                0.41671,                 1.1892,             0.00049529,             0.00049529,             0.00049529
                     69,                 0.8945,                0.50594,                 1.1755,                0.98485,                0.98413,                0.99246,                 0.7627,                0.87974,                0.41721,                  1.192,             0.00048114,             0.00048114,             0.00048114
                     70,                 0.8768,                0.50046,                 1.1624,                0.98329,                0.98639,                0.99186,                0.75651,                0.89769,                0.42255,                  1.216,               0.000467,               0.000467,               0.000467
                     71,                 0.8872,                0.50525,                 1.1697,                0.99028,                0.98413,                0.99135,                0.75652,                0.89548,                0.41969,                 1.1826,             0.00045285,             0.00045285,             0.00045285
                     72,                0.87788,                0.49469,                 1.1679,                0.98239,                0.98214,                0.99291,                 0.7618,                0.89255,                0.41973,                 1.1859,              0.0004387,              0.0004387,              0.0004387
                     73,                0.88338,                0.50268,                 1.1618,                0.98692,                0.98534,                0.99203,                0.75694,                0.90132,                0.42271,                   1.19,             0.00042456,             0.00042456,             0.00042456
                     74,                 0.8656,                0.48685,                 1.1455,                0.99057,                0.98413,                0.99398,                0.75933,                0.90885,                0.41603,                 1.1896,             0.00041041,             0.00041041,             0.00041041
                     75,                0.85688,                0.48122,                 1.1508,                0.98106,                0.98297,                0.99273,                0.76253,                  0.893,                0.40917,                 1.2024,             0.00039626,             0.00039626,             0.00039626
                     76,                0.86285,                0.49504,                 1.1546,                0.97614,                0.98642,                0.99091,                0.76777,                0.88468,                  0.415,                 1.1739,             0.00038211,             0.00038211,             0.00038211
                     77,                0.84565,                 0.4828,                 1.1452,                0.98832,                0.97966,                0.99033,                0.76192,                0.91324,                0.41953,                    1.2,             0.00036797,             0.00036797,             0.00036797
                     78,                0.85002,                0.47698,                 1.1376,                0.98794,                0.98323,                0.99193,                0.75591,                0.89647,                0.41364,                 1.2092,             0.00035382,             0.00035382,             0.00035382
                     79,                0.85186,                0.47834,                 1.1441,                0.98338,                0.99096,                0.99058,                0.74909,                 0.9433,                0.42592,                 1.2172,             0.00033967,             0.00033967,             0.00033967
                     80,                0.84526,                0.47574,                 1.1436,                0.98272,                0.98413,                 0.9924,                 0.7613,                 0.8995,                0.41158,                 1.2059,             0.00032553,             0.00032553,             0.00032553
                     81,                0.83843,                0.47367,                 1.1392,                0.98166,                0.98654,                 0.9901,                 0.7695,                0.87586,                0.40724,                  1.195,             0.00031138,             0.00031138,             0.00031138
                     82,                0.82523,                0.47004,                 1.1327,                0.98838,                0.98186,                0.99202,                 0.7575,                0.91022,                0.41223,                  1.204,             0.00029723,             0.00029723,             0.00029723
                     83,                0.82856,                0.46937,                  1.134,                0.98392,                 0.9872,                0.99253,                0.77275,                0.87565,                0.40676,                 1.1885,             0.00028308,             0.00028308,             0.00028308
                     84,                0.82233,                0.46371,                 1.1352,                0.98292,                0.98639,                0.99255,                0.77343,                 0.8682,                0.39746,                 1.1842,             0.00026894,             0.00026894,             0.00026894
                     85,                0.81654,                0.46729,                 1.1228,                  0.984,                0.98841,                0.99331,                0.77091,                0.87591,                0.39638,                 1.1793,             0.00025479,             0.00025479,             0.00025479
                     86,                0.81685,                0.46312,                 1.1289,                0.98194,                0.98639,                0.99027,                0.77014,                0.87366,                0.39909,                 1.1858,             0.00024064,             0.00024064,             0.00024064
                     87,                0.81919,                0.46202,                 1.1273,                0.98685,                0.98639,                0.99136,                0.76582,                0.88019,                0.39832,                 1.1789,              0.0002265,              0.0002265,              0.0002265
                     88,                0.81641,                0.46521,                 1.1289,                0.98474,                0.98846,                0.99243,                0.76171,                0.89647,                0.40919,                 1.1971,             0.00021235,             0.00021235,             0.00021235
                     89,                0.79926,                0.45702,                 1.1213,                0.98679,                0.98859,                0.99249,                 0.7742,                0.87155,                0.40054,                 1.1856,              0.0001982,              0.0001982,              0.0001982
                     90,                0.80324,                0.45665,                 1.1228,                0.98432,                0.98497,                0.99264,                0.77022,                0.87596,                0.39972,                 1.1793,             0.00018406,             0.00018406,             0.00018406
                     91,                0.74384,                0.38642,                 1.1126,                0.98523,                0.98413,                 0.9892,                0.75891,                0.89261,                0.40641,                 1.2068,             0.00016991,             0.00016991,             0.00016991
                     92,                0.72143,                0.37088,                 1.1028,                0.98354,                0.98518,                0.99271,                 0.7692,                0.86855,                0.39467,                 1.1871,             0.00015576,             0.00015576,             0.00015576
                     93,                0.70406,                0.36455,                 1.0934,                0.97836,                0.98642,                0.99007,                 0.7685,                0.87158,                0.39315,                 1.1963,             0.00014161,             0.00014161,             0.00014161
                     94,                0.70806,                0.36382,                 1.0849,                0.98583,                0.98107,                0.99058,                0.76745,                0.87706,                0.39833,                 1.1954,             0.00012747,             0.00012747,             0.00012747
                     95,                0.68895,                0.35602,                 1.0777,                0.98396,                0.97959,                0.99343,                0.77575,                0.86284,                0.39012,                 1.1825,             0.00011332,             0.00011332,             0.00011332
                     96,                0.67634,                0.35231,                 1.0691,                0.98514,                0.98211,                0.99245,                0.77458,                 0.8613,                0.38705,                 1.1959,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     97,                0.68191,                0.35432,                 1.0648,                0.98526,                0.98378,                0.99107,                 0.7703,                0.87199,                0.39306,                 1.1985,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     98,                0.67024,                0.34889,                  1.063,                0.98506,                0.98594,                0.99304,                0.77623,                0.86274,                0.39025,                 1.1857,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     99,                0.66213,                0.34753,                 1.0585,                0.99003,                0.97959,                0.99272,                0.77221,                0.86874,                0.38868,                 1.1916,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    100,                0.66473,                0.34868,                 1.0623,                0.98843,                0.97871,                0.99287,                0.77874,                 0.8643,                0.38879,                  1.188,             4.2584e-05,             4.2584e-05,             4.2584e-05
