                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     42,                  1.227,                0.62337,                 1.2718,                0.97249,                0.95213,                0.97584,                0.71968,                0.98668,                0.44717,                 1.1541,                0.00802,                0.00802,                0.00802
                     43,                 1.2214,                0.61779,                 1.2612,                 0.9693,                0.95066,                 0.9752,                 0.7146,                0.99347,                0.45516,                 1.1534,              0.0079705,              0.0079705,              0.0079705
                     44,                 1.2221,                0.61193,                 1.2667,                0.96999,                0.95206,                0.97566,                0.72375,                0.96423,                0.44179,                 1.1416,               0.007921,               0.007921,               0.007921
                     45,                 1.2026,                0.60539,                 1.2565,                0.96579,                0.95646,                0.97344,                 0.7239,                0.96266,                0.44201,                 1.1415,              0.0078715,              0.0078715,              0.0078715
                     46,                 1.2047,                0.60865,                 1.2547,                0.96886,                0.95995,                0.97596,                0.72073,                  0.973,                0.44542,                 1.1466,               0.007822,               0.007822,               0.007822
                     47,                 1.1979,                0.60038,                 1.2442,                0.96486,                0.95826,                0.97614,                 0.7236,                 0.9711,                 0.4427,                 1.1395,              0.0077725,              0.0077725,              0.0077725
                     48,                 1.1899,                0.60055,                  1.246,                0.96772,                 0.9565,                0.97866,                 0.7244,                0.97469,                 0.4387,                 1.1412,               0.007723,               0.007723,               0.007723
                     49,                 1.1809,                0.58793,                 1.2455,                0.96648,                0.95615,                0.97664,                0.72115,                0.98155,                0.43831,                 1.1473,              0.0076735,              0.0076735,              0.0076735
                     50,                 1.1873,                0.58986,                 1.2467,                 0.9688,                 0.9566,                0.97834,                0.72227,                0.97875,                0.43569,                 1.1465,               0.007624,               0.007624,               0.007624
                     51,                 1.1797,                0.58648,                 1.2335,                 0.9652,                0.95981,                 0.9782,                0.72797,                0.96144,                0.42656,                 1.1387,              0.0075745,              0.0075745,              0.0075745
                     52,                 1.1726,                 0.5792,                 1.2361,                0.96885,                0.95908,                0.97814,                0.72948,                0.95617,                0.42597,                 1.1374,               0.007525,               0.007525,               0.007525
                     53,                 1.1734,                0.58016,                 1.2388,                0.96786,                0.95702,                0.97833,                0.73356,                0.94567,                0.42249,                 1.1312,              0.0074755,              0.0074755,              0.0074755
                     54,                 1.1684,                0.57969,                 1.2336,                0.96653,                0.95784,                0.97632,                0.73151,                0.95116,                0.42623,                 1.1316,               0.007426,               0.007426,               0.007426
                     55,                 1.1717,                0.58111,                 1.2357,                0.96381,                0.95543,                0.97683,                0.72815,                0.97024,                0.42842,                 1.1393,              0.0073765,              0.0073765,              0.0073765
                     56,                 1.1557,                0.57404,                 1.2237,                0.97439,                0.95791,                0.97928,                0.73269,                0.95479,                0.42107,                 1.1328,               0.007327,               0.007327,               0.007327
                     57,                 1.1451,                0.56314,                 1.2174,                0.97248,                0.95902,                0.97773,                0.73299,                 0.9556,                0.42274,                 1.1314,              0.0072775,              0.0072775,              0.0072775
                     58,                 1.1425,                  0.565,                 1.2199,                0.96899,                0.96093,                0.97938,                0.73513,                0.94452,                0.41641,                 1.1297,               0.007228,               0.007228,               0.007228
                     59,                  1.147,                0.56286,                 1.2197,                0.96807,                0.96121,                0.97902,                0.73369,                0.94994,                0.41466,                 1.1284,              0.0071785,              0.0071785,              0.0071785
                     60,                 1.1404,                0.55911,                  1.216,                0.97353,                0.96091,                0.98024,                0.74122,                0.93417,                0.41124,                 1.1233,               0.007129,               0.007129,               0.007129
                     61,                  1.142,                0.55975,                 1.2127,                0.97021,                0.96202,                0.98001,                0.74166,                0.93901,                0.41152,                 1.1232,              0.0070795,              0.0070795,              0.0070795
                     62,                 1.1377,                0.55944,                 1.2096,                0.97594,                0.96031,                0.98039,                0.74232,                0.92779,                0.41061,                 1.1153,                0.00703,                0.00703,                0.00703
                     63,                 1.1214,                0.55142,                 1.2101,                0.97381,                0.96198,                0.98011,                0.74461,                 0.9245,                0.40503,                 1.1182,              0.0069805,              0.0069805,              0.0069805
                     64,                 1.1254,                0.55387,                 1.2072,                0.97215,                0.96209,                0.98063,                0.74469,                 0.9289,                0.40577,                 1.1233,               0.006931,               0.006931,               0.006931
                     65,                 1.1224,                0.55154,                 1.2033,                0.96942,                0.96088,                0.97853,                0.73854,                0.93999,                0.40817,                 1.1261,              0.0068815,              0.0068815,              0.0068815
                     66,                 1.1156,                0.55017,                 1.1982,                0.97194,                0.96048,                0.98062,                0.74292,                0.93364,                0.40397,                 1.1246,               0.006832,               0.006832,               0.006832
                     67,                 1.1121,                0.54673,                 1.1959,                0.97587,                0.96258,                 0.9803,                 0.7438,                0.93099,                0.40212,                 1.1212,              0.0067825,              0.0067825,              0.0067825
                     68,                 1.1148,                0.54781,                 1.1996,                0.97613,                0.96005,                0.97979,                0.74141,                0.93399,                0.40282,                 1.1241,               0.006733,               0.006733,               0.006733
                     69,                 1.1081,                0.53758,                 1.1999,                0.97572,                0.96154,                0.98052,                0.73862,                0.93286,                 0.4007,                 1.1208,              0.0066835,              0.0066835,              0.0066835
                     70,                 1.1045,                0.54063,                 1.1934,                0.97173,                0.96399,                0.98033,                0.74158,                0.92514,                0.39927,                  1.118,               0.006634,               0.006634,               0.006634
                     71,                 1.1047,                0.53381,                 1.1947,                0.97369,                0.96123,                0.97955,                0.73644,                   0.94,                0.40349,                  1.122,              0.0065845,              0.0065845,              0.0065845
                     72,                 1.0896,                0.53645,                 1.1844,                0.97337,                0.96514,                0.98044,                0.73742,                0.93688,                 0.4014,                 1.1213,               0.006535,               0.006535,               0.006535
                     73,                 1.1013,                0.54201,                 1.1969,                0.97508,                0.96265,                0.98102,                  0.743,                0.92695,                0.40031,                 1.1166,              0.0064855,              0.0064855,              0.0064855
                     74,                 1.0872,                0.53149,                  1.185,                 0.9746,                0.96304,                0.98181,                0.74738,                 0.9151,                0.39657,                 1.1119,               0.006436,               0.006436,               0.006436
                     75,                 1.0857,                0.53192,                 1.1829,                0.97182,                0.96484,                0.98232,                0.74773,                0.91645,                0.39607,                 1.1117,              0.0063865,              0.0063865,              0.0063865
                     76,                 1.0967,                0.53203,                 1.1898,                0.97439,                0.96514,                0.98328,                0.74635,                0.92351,                0.39575,                 1.1125,               0.006337,               0.006337,               0.006337
                     77,                 1.0894,                0.53037,                 1.1928,                0.97473,                0.96211,                0.98158,                0.74604,                0.92089,                0.39429,                 1.1124,              0.0062875,              0.0062875,              0.0062875
                     78,                 1.0868,                0.53189,                 1.1826,                0.97065,                0.96468,                0.98105,                0.74598,                0.91774,                0.39566,                 1.1116,               0.006238,               0.006238,               0.006238
                     79,                 1.0716,                0.52049,                  1.177,                0.97328,                0.96293,                0.98137,                0.74998,                0.91121,                0.39391,                 1.1091,              0.0061885,              0.0061885,              0.0061885
                     80,                 1.0708,                0.52117,                 1.1779,                0.97223,                0.96459,                0.98133,                0.74939,                0.91014,                0.39348,                 1.1106,               0.006139,               0.006139,               0.006139
                     81,                 1.0685,                0.51926,                 1.1742,                0.97334,                0.96365,                 0.9809,                0.74953,                 0.9127,                0.39262,                 1.1108,              0.0060895,              0.0060895,              0.0060895
                     82,                 1.0679,                0.51969,                 1.1731,                0.97479,                0.96378,                0.98165,                0.74927,                0.91589,                0.39206,                 1.1123,                0.00604,                0.00604,                0.00604
                     83,                 1.0647,                0.51763,                 1.1719,                 0.9753,                0.96214,                0.98123,                0.74965,                0.90965,                0.38874,                 1.1105,              0.0059905,              0.0059905,              0.0059905
                     84,                 1.0704,                0.52087,                 1.1761,                0.97488,                0.96155,                0.98069,                 0.7519,                0.90816,                 0.3882,                 1.1096,               0.005941,               0.005941,               0.005941
                     85,                 1.0659,                0.51797,                 1.1732,                0.97229,                0.96397,                0.98118,                0.75186,                0.90253,                0.38632,                 1.1084,              0.0058915,              0.0058915,              0.0058915
                     86,                 1.0554,                0.51003,                 1.1676,                0.96813,                0.96644,                0.98164,                0.75033,                 0.9028,                  0.388,                 1.1065,               0.005842,               0.005842,               0.005842
                     87,                   1.06,                0.51783,                 1.1725,                0.96974,                0.96691,                 0.9825,                0.74983,                0.90536,                0.38896,                 1.1068,              0.0057925,              0.0057925,              0.0057925
                     88,                 1.0603,                0.51578,                 1.1663,                0.97015,                0.96607,                0.98194,                0.74956,                0.90829,                0.38856,                 1.1073,               0.005743,               0.005743,               0.005743
                     89,                 1.0556,                0.51367,                 1.1676,                0.97281,                 0.9657,                0.98172,                0.75011,                0.90654,                0.38723,                 1.1058,              0.0056935,              0.0056935,              0.0056935
                     90,                 1.0486,                0.51097,                 1.1655,                0.97443,                0.96437,                0.98175,                0.75105,                0.90831,                0.38726,                 1.1068,               0.005644,               0.005644,               0.005644
                     91,                   1.05,                0.50742,                 1.1639,                0.97577,                0.96492,                0.98211,                0.75136,                0.90948,                 0.3861,                 1.1063,              0.0055945,              0.0055945,              0.0055945
                     92,                 1.0415,                 0.5045,                 1.1544,                 0.9764,                0.96466,                0.98141,                0.75098,                0.90939,                 0.3862,                 1.1077,               0.005545,               0.005545,               0.005545
                     93,                 1.0374,                0.50553,                 1.1537,                0.97431,                0.96582,                0.98167,                0.74895,                0.91251,                0.38607,                 1.1082,              0.0054955,              0.0054955,              0.0054955
                     94,                 1.0435,                0.50827,                 1.1674,                0.97493,                0.96814,                0.98187,                0.74893,                0.91186,                0.38593,                 1.1072,               0.005446,               0.005446,               0.005446
                     95,                 1.0418,                0.50268,                 1.1566,                 0.9757,                0.96816,                0.98182,                0.74925,                0.91364,                 0.3858,                 1.1084,              0.0053965,              0.0053965,              0.0053965
                     96,                 1.0287,                0.49865,                 1.1558,                0.97569,                0.96842,                0.98222,                0.75076,                0.91064,                0.38481,                 1.1068,               0.005347,               0.005347,               0.005347
                     97,                 1.0317,                0.49955,                 1.1502,                0.97634,                0.96706,                0.98256,                0.75309,                0.90692,                0.38426,                 1.1052,              0.0052975,              0.0052975,              0.0052975
                     98,                 1.0332,                0.49702,                  1.149,                 0.9766,                0.96687,                0.98271,                 0.7531,                 0.9053,                  0.383,                 1.1047,               0.005248,               0.005248,               0.005248
                     99,                  1.026,                0.49569,                 1.1471,                0.97766,                0.96588,                0.98341,                0.75399,                0.90397,                 0.3816,                 1.1039,              0.0051985,              0.0051985,              0.0051985
                    100,                 1.0184,                0.49505,                 1.1462,                0.97683,                0.96581,                0.98261,                0.75375,                0.90379,                0.38218,                  1.104,               0.005149,               0.005149,               0.005149
                    101,                 1.0184,                0.49366,                 1.1416,                0.97713,                 0.9655,                0.98233,                0.75338,                0.90322,                0.38191,                 1.1046,              0.0050995,              0.0050995,              0.0050995
                    102,                 1.0184,                0.49313,                 1.1441,                0.97681,                0.96659,                0.98228,                0.75391,                0.90193,                0.38199,                  1.104,                0.00505,                0.00505,                0.00505
                    103,                 1.0178,                0.48865,                 1.1431,                0.97555,                0.96604,                0.98227,                0.75424,                0.90017,                0.38075,                 1.1027,              0.0050005,              0.0050005,              0.0050005
                    104,                 1.0129,                0.49017,                 1.1439,                0.97524,                0.96689,                 0.9825,                0.75547,                0.89839,                0.37949,                 1.1018,               0.004951,               0.004951,               0.004951
                    105,                 1.0079,                 0.4851,                 1.1395,                0.97762,                0.96663,                 0.9818,                0.75508,                0.89895,                0.37891,                 1.1018,              0.0049015,              0.0049015,              0.0049015
                    106,                 1.0141,                0.48978,                 1.1468,                0.97789,                0.96609,                0.98192,                0.75697,                0.89769,                 0.3783,                 1.1018,               0.004852,               0.004852,               0.004852
                    107,                 1.0019,                0.48352,                  1.136,                0.97708,                0.96681,                0.98234,                0.75655,                0.89827,                0.37826,                 1.1024,              0.0048025,              0.0048025,              0.0048025
                    108,                0.99937,                0.48501,                 1.1316,                 0.9776,                0.96601,                 0.9819,                0.75656,                0.89891,                0.37847,                 1.1031,               0.004753,               0.004753,               0.004753
                    109,                 1.0028,                0.48501,                 1.1371,                0.97819,                0.96765,                0.98197,                0.75555,                0.89812,                0.37804,                 1.1038,              0.0047035,              0.0047035,              0.0047035
                    110,                0.99996,                0.48313,                 1.1391,                0.97785,                0.96692,                0.98247,                0.75591,                0.89868,                0.37779,                 1.1038,               0.004654,               0.004654,               0.004654
                    111,                0.99617,                 0.4807,                 1.1363,                0.97774,                0.96621,                0.98227,                0.75564,                0.89924,                0.37782,                 1.1043,              0.0046045,              0.0046045,              0.0046045
                    112,                0.99492,                0.47961,                 1.1314,                0.97817,                0.96604,                0.98204,                0.75652,                    0.9,                0.37767,                 1.1048,               0.004555,               0.004555,               0.004555
                    113,                 0.9925,                0.48062,                 1.1332,                 0.9782,                0.96556,                0.98176,                0.75527,                0.90083,                0.37767,                 1.1052,              0.0045055,              0.0045055,              0.0045055
                    114,                 0.9862,                0.47617,                 1.1329,                0.97885,                0.96598,                0.98226,                0.75592,                0.90002,                0.37721,                 1.1048,               0.004456,               0.004456,               0.004456
                    115,                0.98081,                0.47361,                  1.119,                0.97885,                0.96623,                0.98262,                0.75648,                0.89962,                0.37654,                 1.1044,              0.0044065,              0.0044065,              0.0044065
                    116,                0.98697,                0.47675,                 1.1334,                 0.9791,                0.96669,                0.98272,                0.75694,                0.89949,                0.37604,                 1.1036,               0.004357,               0.004357,               0.004357
                    117,                  0.979,                0.47483,                 1.1223,                0.97883,                0.96663,                0.98268,                0.75702,                0.89925,                0.37583,                 1.1036,              0.0043075,              0.0043075,              0.0043075
                    118,                 0.9799,                0.47445,                 1.1263,                0.97867,                0.96654,                0.98282,                0.75727,                0.89774,                0.37516,                 1.1029,               0.004258,               0.004258,               0.004258
                    119,                0.97809,                0.47435,                 1.1218,                0.97821,                0.96699,                0.98269,                0.75738,                0.89742,                0.37559,                 1.1028,              0.0042085,              0.0042085,              0.0042085
                    120,                0.98175,                0.47288,                 1.1271,                0.97804,                0.96713,                0.98266,                0.75754,                0.89774,                0.37542,                  1.103,               0.004159,               0.004159,               0.004159
                    121,                0.97529,                0.46968,                  1.122,                0.97818,                0.96683,                0.98273,                0.75765,                0.89674,                 0.3752,                 1.1026,              0.0041095,              0.0041095,              0.0041095
                    122,                 0.9705,                0.46579,                 1.1186,                0.97859,                0.96742,                 0.9829,                 0.7581,                0.89589,                0.37432,                 1.1023,                0.00406,                0.00406,                0.00406
                    123,                0.96551,                0.46512,                 1.1156,                0.97931,                 0.9673,                0.98297,                0.75883,                0.89542,                0.37364,                 1.1024,              0.0040105,              0.0040105,              0.0040105
                    124,                0.96923,                0.46727,                 1.1204,                0.97877,                0.96683,                 0.9829,                0.75856,                0.89484,                0.37331,                 1.1024,               0.003961,               0.003961,               0.003961
                    125,                 0.9667,                0.46423,                 1.1173,                0.97828,                0.96669,                 0.9827,                0.75874,                0.89374,                0.37291,                 1.1021,              0.0039115,              0.0039115,              0.0039115
                    126,                0.96581,                0.46594,                 1.1135,                0.97808,                0.96573,                0.98249,                0.75914,                0.89344,                0.37294,                 1.1018,               0.003862,               0.003862,               0.003862
                    127,                0.96413,                 0.4663,                 1.1183,                0.97856,                0.96576,                0.98247,                0.75933,                 0.8932,                 0.3729,                 1.1019,              0.0038125,              0.0038125,              0.0038125
                    128,                0.96224,                0.46151,                 1.1136,                0.97906,                0.96622,                0.98261,                0.75973,                0.89253,                0.37244,                 1.1018,               0.003763,               0.003763,               0.003763
                    129,                0.96199,                0.46374,                 1.1154,                0.97718,                0.96791,                0.98258,                0.76061,                0.89219,                 0.3722,                 1.1017,              0.0037135,              0.0037135,              0.0037135
                    130,                 0.9584,                0.46252,                 1.1161,                0.97876,                0.96612,                0.98258,                0.76068,                0.89163,                0.37198,                 1.1015,               0.003664,               0.003664,               0.003664
                    131,                0.95419,                0.45911,                 1.1084,                0.97764,                0.96788,                0.98328,                0.76049,                0.89171,                0.37168,                 1.1015,              0.0036145,              0.0036145,              0.0036145
                    132,                0.94839,                0.45435,                 1.1111,                0.97766,                0.96802,                0.98401,                0.76057,                0.89124,                0.37154,                 1.1016,               0.003565,               0.003565,               0.003565
                    133,                0.95113,                0.45736,                 1.1093,                0.97817,                0.96802,                0.98409,                0.76081,                0.89119,                0.37124,                 1.1016,              0.0035155,              0.0035155,              0.0035155
                    134,                0.94149,                0.45433,                 1.1005,                0.97875,                0.96835,                0.98433,                0.76039,                0.89136,                0.37114,                 1.1016,               0.003466,               0.003466,               0.003466
                    135,                0.94089,                0.45152,                 1.1031,                0.97849,                 0.9684,                0.98432,                0.76072,                0.89149,                0.37078,                 1.1018,              0.0034165,              0.0034165,              0.0034165
                    136,                0.94045,                0.45259,                 1.1022,                0.97873,                0.96802,                0.98438,                0.76084,                0.89109,                0.37054,                 1.1017,               0.003367,               0.003367,               0.003367
                    137,                0.93678,                 0.4517,                 1.0994,                0.97862,                0.96809,                0.98442,                0.76119,                0.89108,                0.37012,                 1.1018,              0.0033175,              0.0033175,              0.0033175
                    138,                0.93619,                0.45206,                 1.1023,                0.97963,                 0.9676,                0.98445,                0.76105,                0.89179,                0.37054,                 1.1022,               0.003268,               0.003268,               0.003268
                    139,                0.93189,                0.44959,                 1.0994,                0.97993,                0.96788,                0.98454,                0.76107,                0.89225,                0.37038,                 1.1026,              0.0032185,              0.0032185,              0.0032185
                    140,                0.93654,                 0.4495,                 1.1007,                 0.9792,                0.96816,                0.98465,                0.76095,                0.89241,                0.37076,                 1.1028,               0.003169,               0.003169,               0.003169
                    141,                0.92945,                0.44611,                 1.0957,                0.97927,                0.96816,                0.98461,                0.76086,                0.89198,                0.37072,                 1.1025,              0.0031195,              0.0031195,              0.0031195
                    142,                0.92985,                0.44642,                 1.1007,                0.98062,                0.96729,                0.98461,                 0.7612,                0.89174,                0.37031,                 1.1025,                0.00307,                0.00307,                0.00307
                    143,                0.92217,                0.44501,                 1.0952,                0.98038,                0.96815,                0.98468,                0.76157,                0.89165,                0.36994,                 1.1024,              0.0030205,              0.0030205,              0.0030205
                    144,                0.92656,                0.44522,                  1.097,                0.98004,                0.96873,                0.98469,                0.76194,                0.89139,                0.36973,                 1.1025,               0.002971,               0.002971,               0.002971
                    145,                0.91986,                0.44278,                  1.095,                0.98034,                0.96812,                0.98468,                0.76195,                0.89108,                0.36953,                 1.1026,              0.0029215,              0.0029215,              0.0029215
                    146,                0.91504,                0.43955,                 1.0924,                0.98088,                0.96716,                0.98472,                0.76213,                 0.8911,                0.36914,                 1.1027,               0.002872,               0.002872,               0.002872
                    147,                0.91167,                0.44133,                 1.0868,                0.98064,                0.96716,                0.98464,                0.76219,                0.89097,                0.36898,                 1.1028,              0.0028225,              0.0028225,              0.0028225
                    148,                0.90745,                 0.4341,                  1.087,                0.98038,                0.96725,                0.98459,                0.76235,                0.89082,                0.36894,                 1.1029,               0.002773,               0.002773,               0.002773
                    149,                0.91664,                0.43943,                 1.0934,                0.98042,                0.96729,                0.98463,                0.76231,                0.89059,                0.36876,                 1.1029,              0.0027235,              0.0027235,              0.0027235
                    150,                0.91045,                0.44066,                 1.0845,                0.97954,                 0.9681,                0.98482,                0.76224,                0.89028,                0.36839,                 1.1029,               0.002674,               0.002674,               0.002674
                    151,                 0.9113,                0.43963,                 1.0904,                0.97891,                0.96844,                 0.9849,                 0.7624,                0.88982,                0.36827,                 1.1028,              0.0026245,              0.0026245,              0.0026245
                    152,                0.90317,                 0.4374,                 1.0849,                 0.9786,                0.96898,                0.98498,                0.76321,                0.88966,                0.36812,                 1.1028,               0.002575,               0.002575,               0.002575
                    153,                0.90965,                0.43683,                 1.0877,                0.97847,                0.96876,                0.98493,                0.76312,                0.88992,                 0.3681,                 1.1028,              0.0025255,              0.0025255,              0.0025255
                    154,                    0.9,                0.43412,                 1.0822,                0.97873,                0.96916,                0.98496,                0.76357,                0.88909,                0.36748,                 1.1026,               0.002476,               0.002476,               0.002476
                    155,                0.89674,                0.43071,                 1.0777,                0.97847,                0.96898,                0.98499,                0.76375,                0.88912,                0.36763,                 1.1028,              0.0024265,              0.0024265,              0.0024265
                    156,                0.89954,                0.43334,                  1.083,                0.97853,                0.96882,                0.98504,                0.76393,                0.88885,                0.36722,                 1.1026,               0.002377,               0.002377,               0.002377
                    157,                0.88986,                0.43132,                 1.0771,                0.97829,                0.96895,                0.98493,                0.76399,                0.88881,                0.36682,                 1.1027,              0.0023275,              0.0023275,              0.0023275
